	平均点,	　数学　,	　理科　,	　社会　,	　国語　,	　英語　
		50.973 ,	50.831 ,	50.897 ,	51.035 ,	50.155

	順位,	番号,	数学,	理科,	社会,	国語,	英語,	総合
	17173 ,	9154 ,	42 ,	55 ,	14 ,	31 ,	40 ,	182
	17173 ,	9108 ,	3 ,	32 ,	68 ,	41 ,	38 ,	182
	17173 ,	9000 ,	49 ,	16 ,	25 ,	55 ,	37 ,	182
	17173 ,	17967 ,	71 ,	40 ,	0 ,	57 ,	14 ,	182
	17173 ,	8971 ,	56 ,	19 ,	44 ,	50 ,	13 ,	182
	17173 ,	17912 ,	0 ,	33 ,	51 ,	5 ,	93 ,	182
	17173 ,	17911 ,	49 ,	63 ,	10 ,	9 ,	51 ,	182
	17173 ,	1119 ,	9 ,	21 ,	69 ,	80 ,	3 ,	182
	17173 ,	4472 ,	56 ,	28 ,	7 ,	84 ,	7 ,	182
	17173 ,	17802 ,	48 ,	69 ,	50 ,	7 ,	8 ,	182
	17173 ,	4452 ,	32 ,	28 ,	8 ,	76 ,	38 ,	182
	17173 ,	17786 ,	35 ,	21 ,	9 ,	93 ,	24 ,	182
	17173 ,	17779 ,	16 ,	50 ,	50 ,	52 ,	14 ,	182
	17173 ,	17494 ,	14 ,	10 ,	36 ,	26 ,	96 ,	182
	17173 ,	4337 ,	13 ,	38 ,	71 ,	45 ,	15 ,	182
	17173 ,	17284 ,	39 ,	6 ,	18 ,	88 ,	31 ,	182
	17173 ,	17171 ,	58 ,	55 ,	3 ,	23 ,	43 ,	182
	17173 ,	8519 ,	88 ,	54 ,	0 ,	35 ,	5 ,	182
	17173 ,	16936 ,	10 ,	31 ,	47 ,	82 ,	12 ,	182
	17173 ,	16847 ,	58 ,	54 ,	57 ,	11 ,	2 ,	182
	17173 ,	8360 ,	69 ,	28 ,	21 ,	48 ,	16 ,	182
	17173 ,	8269 ,	50 ,	36 ,	8 ,	41 ,	47 ,	182
	17173 ,	517 ,	27 ,	56 ,	14 ,	32 ,	53 ,	182
	17173 ,	16531 ,	17 ,	56 ,	70 ,	15 ,	24 ,	182
	17173 ,	16491 ,	13 ,	49 ,	35 ,	9 ,	76 ,	182
	17253 ,	16074 ,	60 ,	37 ,	45 ,	27 ,	12 ,	181
	17253 ,	16055 ,	45 ,	90 ,	6 ,	40 ,	0 ,	181
	17253 ,	16002 ,	6 ,	4 ,	78 ,	74 ,	19 ,	181
	17253 ,	15987 ,	49 ,	84 ,	27 ,	17 ,	4 ,	181
	17253 ,	3999 ,	31 ,	40 ,	37 ,	72 ,	1 ,	181
	17253 ,	15922 ,	64 ,	5 ,	8 ,	22 ,	82 ,	181
	17253 ,	3951 ,	47 ,	21 ,	35 ,	77 ,	1 ,	181
	17253 ,	15676 ,	9 ,	88 ,	57 ,	21 ,	6 ,	181
	17253 ,	15640 ,	62 ,	5 ,	25 ,	0 ,	89 ,	181
	17253 ,	7785 ,	42 ,	78 ,	8 ,	44 ,	9 ,	181
	17253 ,	15318 ,	15 ,	37 ,	29 ,	83 ,	17 ,	181
	17253 ,	15271 ,	23 ,	67 ,	10 ,	4 ,	77 ,	181
	17253 ,	3716 ,	62 ,	5 ,	14 ,	11 ,	89 ,	181
	17253 ,	14742 ,	44 ,	76 ,	30 ,	26 ,	5 ,	181
	17253 ,	14698 ,	29 ,	41 ,	29 ,	0 ,	82 ,	181
	17253 ,	14604 ,	32 ,	5 ,	79 ,	63 ,	2 ,	181
	17253 ,	7219 ,	24 ,	18 ,	77 ,	30 ,	32 ,	181
	17253 ,	3607 ,	52 ,	10 ,	61 ,	10 ,	48 ,	181
	17253 ,	14385 ,	60 ,	18 ,	11 ,	91 ,	1 ,	181
	17253 ,	435 ,	28 ,	14 ,	31 ,	30 ,	78 ,	181
	17253 ,	13272 ,	25 ,	7 ,	80 ,	57 ,	12 ,	181
	17253 ,	6616 ,	40 ,	13 ,	54 ,	57 ,	17 ,	181
	17253 ,	13076 ,	4 ,	30 ,	93 ,	15 ,	39 ,	181
	17253 ,	12844 ,	26 ,	68 ,	9 ,	60 ,	18 ,	181
	17253 ,	6421 ,	5 ,	83 ,	29 ,	10 ,	54 ,	181
	17253 ,	6377 ,	9 ,	26 ,	23 ,	29 ,	94 ,	181
	17253 ,	12569 ,	8 ,	3 ,	19 ,	75 ,	76 ,	181
	17253 ,	11977 ,	57 ,	56 ,	19 ,	16 ,	33 ,	181
	17253 ,	2974 ,	41 ,	45 ,	68 ,	26 ,	1 ,	181
	17253 ,	371 ,	88 ,	37 ,	9 ,	23 ,	24 ,	181
	17253 ,	11481 ,	7 ,	69 ,	62 ,	43 ,	0 ,	181
	17253 ,	2829 ,	53 ,	45 ,	27 ,	9 ,	47 ,	181
	17253 ,	10720 ,	37 ,	22 ,	7 ,	84 ,	31 ,	181
	17253 ,	10692 ,	34 ,	13 ,	10 ,	94 ,	30 ,	181
	17253 ,	5282 ,	18 ,	17 ,	42 ,	17 ,	87 ,	181
	17253 ,	10393 ,	43 ,	38 ,	25 ,	44 ,	31 ,	181
	17253 ,	637 ,	8 ,	55 ,	15 ,	3 ,	100 ,	181
	17253 ,	19655 ,	0 ,	21 ,	39 ,	76 ,	45 ,	181
	17253 ,	19645 ,	10 ,	16 ,	81 ,	60 ,	14 ,	181
	17253 ,	4896 ,	7 ,	13 ,	63 ,	20 ,	78 ,	181
	17253 ,	19027 ,	45 ,	17 ,	28 ,	8 ,	83 ,	181
	17253 ,	4658 ,	99 ,	23 ,	15 ,	33 ,	11 ,	181
	17253 ,	18611 ,	31 ,	14 ,	60 ,	6 ,	70 ,	181
	17253 ,	9307 ,	10 ,	4 ,	9 ,	59 ,	99 ,	181
	17253 ,	9109 ,	25 ,	66 ,	6 ,	69 ,	15 ,	181
	17253 ,	9009 ,	87 ,	20 ,	42 ,	13 ,	19 ,	181
	17253 ,	17962 ,	67 ,	21 ,	4 ,	77 ,	12 ,	181
	17253 ,	17820 ,	3 ,	27 ,	67 ,	5 ,	79 ,	181
	17253 ,	17798 ,	42 ,	40 ,	26 ,	71 ,	2 ,	181
	17253 ,	17776 ,	6 ,	39 ,	69 ,	14 ,	53 ,	181
	17253 ,	17756 ,	31 ,	9 ,	23 ,	99 ,	19 ,	181
	17253 ,	17752 ,	4 ,	36 ,	50 ,	19 ,	72 ,	181
	17253 ,	17736 ,	42 ,	34 ,	5 ,	42 ,	58 ,	181
	17253 ,	8840 ,	19 ,	55 ,	66 ,	28 ,	13 ,	181
	17253 ,	17370 ,	54 ,	11 ,	16 ,	46 ,	54 ,	181
	17253 ,	8591 ,	50 ,	86 ,	18 ,	4 ,	23 ,	181
	17253 ,	4277 ,	13 ,	32 ,	88 ,	14 ,	34 ,	181
	17253 ,	17105 ,	18 ,	16 ,	22 ,	28 ,	97 ,	181
	17253 ,	16738 ,	6 ,	18 ,	39 ,	25 ,	93 ,	181
	17253 ,	16610 ,	4 ,	81 ,	32 ,	12 ,	52 ,	181
	17253 ,	8257 ,	7 ,	95 ,	44 ,	33 ,	2 ,	181
	17314 ,	4080 ,	68 ,	54 ,	39 ,	16 ,	3 ,	180
	17314 ,	8038 ,	41 ,	74 ,	33 ,	12 ,	20 ,	180
	17314 ,	7924 ,	8 ,	46 ,	27 ,	54 ,	45 ,	180
	17314 ,	7904 ,	48 ,	22 ,	6 ,	16 ,	88 ,	180
	17314 ,	7756 ,	64 ,	0 ,	19 ,	6 ,	91 ,	180
	17314 ,	15485 ,	82 ,	8 ,	72 ,	3 ,	15 ,	180
	17314 ,	7737 ,	5 ,	90 ,	36 ,	47 ,	2 ,	180
	17314 ,	15458 ,	35 ,	99 ,	37 ,	0 ,	9 ,	180
	17314 ,	15267 ,	78 ,	36 ,	6 ,	3 ,	57 ,	180
	17314 ,	955 ,	26 ,	37 ,	51 ,	51 ,	15 ,	180
	17314 ,	7596 ,	6 ,	9 ,	87 ,	77 ,	1 ,	180
	17314 ,	15151 ,	40 ,	4 ,	75 ,	10 ,	51 ,	180
	17314 ,	15118 ,	16 ,	78 ,	28 ,	27 ,	31 ,	180
	17314 ,	15044 ,	91 ,	12 ,	0 ,	36 ,	41 ,	180
	17314 ,	14844 ,	5 ,	57 ,	53 ,	61 ,	4 ,	180
	17314 ,	7287 ,	83 ,	20 ,	17 ,	25 ,	35 ,	180
	17314 ,	14552 ,	24 ,	50 ,	71 ,	33 ,	2 ,	180
	17314 ,	7252 ,	33 ,	19 ,	0 ,	73 ,	55 ,	180
	17314 ,	7194 ,	80 ,	68 ,	8 ,	12 ,	12 ,	180
	17314 ,	7159 ,	23 ,	79 ,	35 ,	32 ,	11 ,	180
	17314 ,	14265 ,	56 ,	24 ,	16 ,	18 ,	66 ,	180
	17314 ,	14174 ,	41 ,	5 ,	74 ,	20 ,	40 ,	180
	17314 ,	7034 ,	81 ,	9 ,	6 ,	80 ,	4 ,	180
	17314 ,	13637 ,	26 ,	43 ,	40 ,	31 ,	40 ,	180
	17314 ,	13571 ,	66 ,	29 ,	9 ,	61 ,	15 ,	180
	17314 ,	13550 ,	18 ,	9 ,	63 ,	86 ,	4 ,	180
	17314 ,	3380 ,	12 ,	58 ,	41 ,	29 ,	40 ,	180
	17314 ,	13488 ,	20 ,	88 ,	5 ,	9 ,	58 ,	180
	17314 ,	13259 ,	54 ,	46 ,	60 ,	19 ,	1 ,	180
	17314 ,	13229 ,	30 ,	47 ,	37 ,	42 ,	24 ,	180
	17314 ,	13092 ,	16 ,	60 ,	37 ,	29 ,	38 ,	180
	17314 ,	408 ,	17 ,	46 ,	72 ,	13 ,	32 ,	180
	17314 ,	13033 ,	57 ,	34 ,	0 ,	56 ,	33 ,	180
	17314 ,	3258 ,	57 ,	25 ,	3 ,	22 ,	73 ,	180
	17314 ,	1631 ,	9 ,	87 ,	14 ,	64 ,	6 ,	180
	17314 ,	3176 ,	7 ,	48 ,	54 ,	64 ,	7 ,	180
	17314 ,	1589 ,	50 ,	72 ,	5 ,	41 ,	12 ,	180
	17314 ,	12688 ,	10 ,	15 ,	20 ,	51 ,	84 ,	180
	17314 ,	12675 ,	7 ,	10 ,	66 ,	60 ,	37 ,	180
	17314 ,	3086 ,	7 ,	15 ,	37 ,	24 ,	97 ,	180
	17314 ,	760 ,	90 ,	28 ,	16 ,	42 ,	4 ,	180
	17314 ,	11995 ,	48 ,	68 ,	47 ,	17 ,	0 ,	180
	17314 ,	11864 ,	14 ,	100 ,	8 ,	43 ,	15 ,	180
	17314 ,	5919 ,	56 ,	19 ,	63 ,	42 ,	0 ,	180
	17314 ,	2898 ,	58 ,	53 ,	24 ,	32 ,	13 ,	180
	17314 ,	11550 ,	47 ,	42 ,	66 ,	12 ,	13 ,	180
	17314 ,	11489 ,	8 ,	38 ,	10 ,	82 ,	42 ,	180
	17314 ,	352 ,	13 ,	74 ,	14 ,	6 ,	73 ,	180
	17314 ,	11127 ,	6 ,	63 ,	34 ,	46 ,	31 ,	180
	17314 ,	10811 ,	15 ,	83 ,	7 ,	60 ,	15 ,	180
	17314 ,	10712 ,	16 ,	72 ,	53 ,	32 ,	7 ,	180
	17314 ,	5208 ,	4 ,	82 ,	31 ,	28 ,	35 ,	180
	17314 ,	5037 ,	34 ,	32 ,	66 ,	37 ,	11 ,	180
	17314 ,	19963 ,	17 ,	87 ,	29 ,	30 ,	17 ,	180
	17314 ,	9947 ,	53 ,	21 ,	36 ,	7 ,	63 ,	180
	17314 ,	19698 ,	30 ,	18 ,	41 ,	84 ,	7 ,	180
	17314 ,	19255 ,	84 ,	24 ,	9 ,	32 ,	31 ,	180
	17314 ,	9570 ,	86 ,	12 ,	57 ,	11 ,	14 ,	180
	17314 ,	19118 ,	22 ,	24 ,	12 ,	89 ,	33 ,	180
	17314 ,	2338 ,	3 ,	59 ,	76 ,	13 ,	29 ,	180
	17314 ,	4982 ,	26 ,	50 ,	67 ,	24 ,	13 ,	180
	17314 ,	4614 ,	29 ,	43 ,	5 ,	9 ,	94 ,	180
	17314 ,	18288 ,	26 ,	67 ,	48 ,	31 ,	8 ,	180
	17314 ,	18148 ,	43 ,	58 ,	12 ,	63 ,	4 ,	180
	17314 ,	17838 ,	57 ,	96 ,	17 ,	8 ,	2 ,	180
	17314 ,	2229 ,	42 ,	9 ,	48 ,	20 ,	61 ,	180
	17314 ,	17747 ,	90 ,	8 ,	8 ,	20 ,	54 ,	180
	17314 ,	8858 ,	17 ,	32 ,	47 ,	9 ,	75 ,	180
	17314 ,	17664 ,	63 ,	14 ,	32 ,	35 ,	36 ,	180
	17314 ,	17662 ,	24 ,	53 ,	16 ,	81 ,	6 ,	180
	17314 ,	8795 ,	33 ,	3 ,	20 ,	40 ,	84 ,	180
	17314 ,	8774 ,	52 ,	52 ,	7 ,	28 ,	41 ,	180
	17314 ,	17425 ,	16 ,	40 ,	25 ,	69 ,	30 ,	180
	17314 ,	17322 ,	48 ,	15 ,	35 ,	44 ,	38 ,	180
	17314 ,	8588 ,	25 ,	0 ,	95 ,	41 ,	19 ,	180
	17314 ,	4256 ,	90 ,	27 ,	41 ,	6 ,	16 ,	180
	17314 ,	8402 ,	0 ,	51 ,	9 ,	59 ,	61 ,	180
	17314 ,	16520 ,	63 ,	22 ,	49 ,	28 ,	18 ,	180
	17392 ,	16270 ,	29 ,	54 ,	68 ,	6 ,	22 ,	179
	17392 ,	8011 ,	35 ,	56 ,	16 ,	63 ,	9 ,	179
	17392 ,	16016 ,	67 ,	8 ,	33 ,	32 ,	39 ,	179
	17392 ,	15736 ,	45 ,	0 ,	38 ,	51 ,	45 ,	179
	17392 ,	7809 ,	77 ,	17 ,	15 ,	45 ,	25 ,	179
	17392 ,	1897 ,	5 ,	26 ,	60 ,	32 ,	56 ,	179
	17392 ,	235 ,	12 ,	13 ,	84 ,	21 ,	49 ,	179
	17392 ,	7275 ,	84 ,	24 ,	8 ,	50 ,	13 ,	179
	17392 ,	6824 ,	43 ,	56 ,	22 ,	39 ,	19 ,	179
	17392 ,	13578 ,	68 ,	68 ,	5 ,	24 ,	14 ,	179
	17392 ,	3392 ,	19 ,	46 ,	51 ,	56 ,	7 ,	179
	17392 ,	844 ,	10 ,	83 ,	10 ,	40 ,	36 ,	179
	17392 ,	13344 ,	16 ,	42 ,	61 ,	49 ,	11 ,	179
	17392 ,	13223 ,	77 ,	18 ,	31 ,	29 ,	24 ,	179
	17392 ,	6321 ,	4 ,	46 ,	49 ,	26 ,	54 ,	179
	17392 ,	6258 ,	51 ,	57 ,	53 ,	11 ,	7 ,	179
	17392 ,	6201 ,	50 ,	57 ,	62 ,	10 ,	0 ,	179
	17392 ,	1546 ,	4 ,	22 ,	46 ,	53 ,	54 ,	179
	17392 ,	3073 ,	12 ,	70 ,	41 ,	38 ,	18 ,	179
	17392 ,	11963 ,	43 ,	18 ,	66 ,	36 ,	16 ,	179
	17392 ,	11946 ,	42 ,	21 ,	27 ,	65 ,	24 ,	179
	17392 ,	366 ,	69 ,	8 ,	70 ,	22 ,	10 ,	179
	17392 ,	11680 ,	3 ,	12 ,	26 ,	51 ,	87 ,	179
	17392 ,	5805 ,	42 ,	31 ,	11 ,	51 ,	44 ,	179
	17392 ,	11496 ,	36 ,	44 ,	7 ,	91 ,	1 ,	179
	17392 ,	5727 ,	30 ,	51 ,	32 ,	42 ,	24 ,	179
	17392 ,	5703 ,	34 ,	14 ,	33 ,	4 ,	94 ,	179
	17392 ,	5697 ,	8 ,	37 ,	10 ,	85 ,	39 ,	179
	17392 ,	11260 ,	78 ,	41 ,	41 ,	6 ,	13 ,	179
	17392 ,	5544 ,	9 ,	13 ,	51 ,	19 ,	87 ,	179
	17392 ,	11039 ,	15 ,	57 ,	22 ,	18 ,	67 ,	179
	17392 ,	2751 ,	4 ,	95 ,	27 ,	12 ,	41 ,	179
	17392 ,	10984 ,	74 ,	42 ,	21 ,	23 ,	19 ,	179
	17392 ,	10875 ,	99 ,	5 ,	15 ,	6 ,	54 ,	179
	17392 ,	10645 ,	14 ,	29 ,	82 ,	9 ,	45 ,	179
	17392 ,	10229 ,	40 ,	58 ,	29 ,	39 ,	13 ,	179
	17392 ,	10114 ,	28 ,	22 ,	10 ,	72 ,	47 ,	179
	17392 ,	10075 ,	32 ,	48 ,	12 ,	3 ,	84 ,	179
	17392 ,	19961 ,	4 ,	29 ,	51 ,	56 ,	39 ,	179
	17392 ,	19926 ,	79 ,	62 ,	12 ,	13 ,	13 ,	179
	17392 ,	4974 ,	54 ,	85 ,	36 ,	4 ,	0 ,	179
	17392 ,	9936 ,	11 ,	39 ,	46 ,	51 ,	32 ,	179
	17392 ,	4910 ,	5 ,	56 ,	11 ,	82 ,	25 ,	179
	17392 ,	9784 ,	21 ,	41 ,	37 ,	12 ,	68 ,	179
	17392 ,	19475 ,	36 ,	10 ,	47 ,	80 ,	6 ,	179
	17392 ,	19338 ,	51 ,	34 ,	14 ,	54 ,	26 ,	179
	17392 ,	4774 ,	23 ,	20 ,	42 ,	55 ,	39 ,	179
	17392 ,	4637 ,	5 ,	52 ,	20 ,	65 ,	37 ,	179
	17392 ,	18369 ,	41 ,	45 ,	19 ,	35 ,	39 ,	179
	17392 ,	2246 ,	11 ,	66 ,	22 ,	20 ,	60 ,	179
	17392 ,	35 ,	9 ,	52 ,	24 ,	53 ,	41 ,	179
	17392 ,	17774 ,	53 ,	34 ,	8 ,	76 ,	8 ,	179
	17392 ,	17671 ,	68 ,	47 ,	0 ,	6 ,	58 ,	179
	17392 ,	17434 ,	4 ,	92 ,	31 ,	52 ,	0 ,	179
	17392 ,	17404 ,	20 ,	21 ,	49 ,	6 ,	83 ,	179
	17392 ,	16823 ,	85 ,	0 ,	46 ,	38 ,	10 ,	179
	17392 ,	16720 ,	30 ,	27 ,	3 ,	34 ,	85 ,	179
	17392 ,	16679 ,	24 ,	13 ,	77 ,	27 ,	38 ,	179
	17392 ,	8308 ,	3 ,	34 ,	4 ,	59 ,	79 ,	179
	17451 ,	250 ,	77 ,	11 ,	17 ,	41 ,	32 ,	178
	17451 ,	8073 ,	10 ,	38 ,	35 ,	35 ,	60 ,	178
	17451 ,	16141 ,	42 ,	67 ,	17 ,	42 ,	10 ,	178
	17451 ,	15925 ,	87 ,	7 ,	32 ,	34 ,	18 ,	178
	17451 ,	15848 ,	86 ,	10 ,	3 ,	55 ,	24 ,	178
	17451 ,	1844 ,	15 ,	78 ,	31 ,	37 ,	17 ,	178
	17451 ,	14771 ,	0 ,	27 ,	23 ,	53 ,	75 ,	178
	17451 ,	14666 ,	56 ,	35 ,	52 ,	34 ,	1 ,	178
	17451 ,	14555 ,	44 ,	19 ,	8 ,	41 ,	66 ,	178
	17451 ,	1800 ,	41 ,	34 ,	80 ,	8 ,	15 ,	178
	17451 ,	14191 ,	50 ,	58 ,	7 ,	28 ,	35 ,	178
	17451 ,	3457 ,	20 ,	78 ,	8 ,	18 ,	54 ,	178
	17451 ,	3461 ,	100 ,	36 ,	24 ,	16 ,	2 ,	178
	17451 ,	6725 ,	5 ,	50 ,	27 ,	33 ,	63 ,	178
	17451 ,	6615 ,	4 ,	94 ,	56 ,	20 ,	4 ,	178
	17451 ,	12967 ,	37 ,	38 ,	49 ,	3 ,	51 ,	178
	17451 ,	12790 ,	30 ,	35 ,	69 ,	17 ,	27 ,	178
	17451 ,	12565 ,	5 ,	18 ,	57 ,	42 ,	56 ,	178
	17451 ,	12287 ,	18 ,	80 ,	51 ,	22 ,	7 ,	178
	17451 ,	1527 ,	30 ,	86 ,	35 ,	24 ,	3 ,	178
	17451 ,	6040 ,	30 ,	23 ,	55 ,	47 ,	23 ,	178
	17451 ,	5997 ,	19 ,	17 ,	40 ,	48 ,	54 ,	178
	17451 ,	739 ,	64 ,	38 ,	21 ,	55 ,	0 ,	178
	17451 ,	11817 ,	22 ,	69 ,	24 ,	44 ,	19 ,	178
	17451 ,	5906 ,	76 ,	33 ,	17 ,	12 ,	40 ,	178
	17451 ,	11549 ,	59 ,	31 ,	32 ,	53 ,	3 ,	178
	17451 ,	11467 ,	37 ,	43 ,	4 ,	51 ,	43 ,	178
	17451 ,	711 ,	43 ,	0 ,	78 ,	21 ,	36 ,	178
	17451 ,	11290 ,	80 ,	26 ,	16 ,	14 ,	42 ,	178
	17451 ,	11253 ,	10 ,	25 ,	14 ,	38 ,	91 ,	178
	17451 ,	1393 ,	12 ,	64 ,	28 ,	21 ,	53 ,	178
	17451 ,	11145 ,	66 ,	55 ,	35 ,	20 ,	2 ,	178
	17451 ,	11130 ,	97 ,	12 ,	36 ,	9 ,	24 ,	178
	17451 ,	11121 ,	59 ,	28 ,	19 ,	14 ,	58 ,	178
	17451 ,	11011 ,	41 ,	88 ,	4 ,	5 ,	40 ,	178
	17451 ,	2739 ,	30 ,	5 ,	56 ,	21 ,	66 ,	178
	17451 ,	683 ,	53 ,	11 ,	57 ,	56 ,	1 ,	178
	17451 ,	2669 ,	8 ,	38 ,	92 ,	37 ,	3 ,	178
	17451 ,	2664 ,	9 ,	0 ,	73 ,	71 ,	25 ,	178
	17451 ,	10523 ,	23 ,	49 ,	28 ,	6 ,	72 ,	178
	17451 ,	10447 ,	81 ,	41 ,	19 ,	15 ,	22 ,	178
	17451 ,	10175 ,	85 ,	48 ,	15 ,	18 ,	12 ,	178
	17451 ,	2475 ,	52 ,	50 ,	11 ,	14 ,	51 ,	178
	17451 ,	9872 ,	19 ,	22 ,	79 ,	3 ,	55 ,	178
	17451 ,	9760 ,	35 ,	85 ,	10 ,	26 ,	22 ,	178
	17451 ,	19407 ,	16 ,	25 ,	38 ,	62 ,	37 ,	178
	17451 ,	19236 ,	12 ,	0 ,	70 ,	23 ,	73 ,	178
	17451 ,	2398 ,	41 ,	3 ,	52 ,	76 ,	6 ,	178
	17451 ,	19035 ,	4 ,	59 ,	73 ,	29 ,	13 ,	178
	17451 ,	18835 ,	53 ,	90 ,	8 ,	3 ,	24 ,	178
	17451 ,	18777 ,	26 ,	44 ,	13 ,	5 ,	90 ,	178
	17451 ,	18584 ,	23 ,	5 ,	39 ,	54 ,	57 ,	178
	17451 ,	18515 ,	36 ,	67 ,	21 ,	9 ,	45 ,	178
	17451 ,	18489 ,	5 ,	72 ,	22 ,	28 ,	51 ,	178
	17451 ,	18376 ,	40 ,	62 ,	30 ,	9 ,	37 ,	178
	17451 ,	9171 ,	90 ,	20 ,	31 ,	30 ,	7 ,	178
	17451 ,	9093 ,	36 ,	4 ,	64 ,	40 ,	34 ,	178
	17451 ,	18017 ,	42 ,	40 ,	19 ,	31 ,	46 ,	178
	17451 ,	8944 ,	69 ,	25 ,	23 ,	7 ,	54 ,	178
	17451 ,	8930 ,	12 ,	94 ,	42 ,	21 ,	9 ,	178
	17451 ,	2216 ,	36 ,	61 ,	20 ,	33 ,	28 ,	178
	17451 ,	17558 ,	23 ,	39 ,	48 ,	27 ,	41 ,	178
	17451 ,	2180 ,	34 ,	21 ,	3 ,	93 ,	27 ,	178
	17451 ,	1100 ,	48 ,	36 ,	7 ,	38 ,	49 ,	178
	17451 ,	8642 ,	42 ,	34 ,	10 ,	51 ,	41 ,	178
	17451 ,	17122 ,	76 ,	51 ,	31 ,	15 ,	5 ,	178
	17451 ,	4209 ,	13 ,	54 ,	50 ,	48 ,	13 ,	178
	17451 ,	2093 ,	13 ,	40 ,	14 ,	67 ,	44 ,	178
	17451 ,	16693 ,	10 ,	86 ,	17 ,	39 ,	26 ,	178
	17451 ,	16672 ,	25 ,	3 ,	26 ,	47 ,	77 ,	178
	17451 ,	8318 ,	3 ,	68 ,	18 ,	27 ,	62 ,	178
	17451 ,	8312 ,	4 ,	61 ,	40 ,	5 ,	68 ,	178
	17523 ,	15799 ,	7 ,	43 ,	51 ,	36 ,	40 ,	177
	17523 ,	15722 ,	9 ,	24 ,	64 ,	48 ,	32 ,	177
	17523 ,	15287 ,	26 ,	10 ,	79 ,	40 ,	22 ,	177
	17523 ,	15281 ,	6 ,	4 ,	30 ,	73 ,	64 ,	177
	17523 ,	15211 ,	0 ,	22 ,	12 ,	85 ,	58 ,	177
	17523 ,	1903 ,	42 ,	37 ,	27 ,	43 ,	28 ,	177
	17523 ,	7476 ,	24 ,	0 ,	29 ,	80 ,	44 ,	177
	17523 ,	14810 ,	19 ,	60 ,	83 ,	15 ,	0 ,	177
	17523 ,	14578 ,	8 ,	99 ,	4 ,	42 ,	24 ,	177
	17523 ,	7161 ,	6 ,	13 ,	65 ,	91 ,	2 ,	177
	17523 ,	7138 ,	26 ,	36 ,	13 ,	4 ,	98 ,	177
	17523 ,	14140 ,	47 ,	15 ,	32 ,	52 ,	31 ,	177
	17523 ,	13928 ,	18 ,	11 ,	51 ,	42 ,	55 ,	177
	17523 ,	6930 ,	27 ,	5 ,	37 ,	47 ,	61 ,	177
	17523 ,	13283 ,	70 ,	68 ,	0 ,	15 ,	24 ,	177
	17523 ,	13227 ,	25 ,	27 ,	62 ,	50 ,	13 ,	177
	17523 ,	13185 ,	92 ,	10 ,	5 ,	7 ,	63 ,	177
	17523 ,	6516 ,	75 ,	29 ,	26 ,	18 ,	29 ,	177
	17523 ,	12463 ,	12 ,	42 ,	81 ,	7 ,	35 ,	177
	17523 ,	12461 ,	35 ,	50 ,	38 ,	42 ,	12 ,	177
	17523 ,	12366 ,	41 ,	34 ,	74 ,	0 ,	28 ,	177
	17523 ,	12314 ,	10 ,	58 ,	62 ,	8 ,	39 ,	177
	17523 ,	1535 ,	21 ,	18 ,	51 ,	51 ,	36 ,	177
	17523 ,	12051 ,	80 ,	33 ,	31 ,	17 ,	16 ,	177
	17523 ,	5955 ,	29 ,	25 ,	22 ,	87 ,	14 ,	177
	17523 ,	5960 ,	24 ,	60 ,	6 ,	70 ,	17 ,	177
	17523 ,	11901 ,	11 ,	30 ,	96 ,	29 ,	11 ,	177
	17523 ,	2941 ,	37 ,	34 ,	15 ,	27 ,	64 ,	177
	17523 ,	11480 ,	56 ,	23 ,	46 ,	10 ,	42 ,	177
	17523 ,	11334 ,	40 ,	0 ,	18 ,	82 ,	37 ,	177
	17523 ,	2839 ,	25 ,	64 ,	49 ,	10 ,	29 ,	177
	17523 ,	11169 ,	89 ,	11 ,	22 ,	53 ,	2 ,	177
	17523 ,	5576 ,	8 ,	54 ,	75 ,	34 ,	6 ,	177
	17523 ,	10770 ,	32 ,	3 ,	65 ,	19 ,	58 ,	177
	17523 ,	10763 ,	100 ,	25 ,	15 ,	10 ,	27 ,	177
	17523 ,	10745 ,	98 ,	29 ,	4 ,	12 ,	34 ,	177
	17523 ,	5288 ,	3 ,	0 ,	88 ,	35 ,	51 ,	177
	17523 ,	10403 ,	27 ,	50 ,	68 ,	5 ,	27 ,	177
	17523 ,	10352 ,	61 ,	20 ,	26 ,	43 ,	27 ,	177
	17523 ,	10267 ,	44 ,	15 ,	24 ,	51 ,	43 ,	177
	17523 ,	4989 ,	4 ,	58 ,	67 ,	4 ,	44 ,	177
	17523 ,	19697 ,	15 ,	59 ,	0 ,	65 ,	38 ,	177
	17523 ,	19680 ,	43 ,	36 ,	3 ,	44 ,	51 ,	177
	17523 ,	4907 ,	5 ,	18 ,	86 ,	62 ,	6 ,	177
	17523 ,	19390 ,	27 ,	0 ,	48 ,	77 ,	25 ,	177
	17523 ,	4818 ,	18 ,	13 ,	68 ,	57 ,	21 ,	177
	17523 ,	19132 ,	13 ,	28 ,	30 ,	49 ,	57 ,	177
	17523 ,	19016 ,	30 ,	8 ,	15 ,	49 ,	75 ,	177
	17523 ,	18781 ,	43 ,	71 ,	36 ,	14 ,	13 ,	177
	17523 ,	4621 ,	70 ,	13 ,	30 ,	49 ,	15 ,	177
	17523 ,	18382 ,	56 ,	28 ,	0 ,	91 ,	2 ,	177
	17523 ,	17806 ,	8 ,	85 ,	26 ,	33 ,	25 ,	177
